interaction_id,date,icp,pain_area,duration_min,score
1eb6a08f-72b2-4c07-91bb-1f3340eeb8b8,2026-03-30,Large Family,Economy,5,0.24
154cc367-1e48-49fa-8b3f-9b685b1f5899,2026-04-07,Family,Budget,3,-0.39
aa7188e1-8432-46e4-ac8b-69d97f70c39f,2026-03-14,Large Family,Financing,15,-0.66
8a3797a4-53cd-404a-939c-7c54fbed9fb3,2026-04-06,Business,Budget,32,-0.44
eda3c87b-3d3c-4600-b386-c93fb82ac99f,2026-03-20,Student,Availability,28,-0.61
0d55f4e3-6244-424a-81cb-1eb39b30dfd1,2026-03-20,Business,Financing,36,0.35
b73a0242-414e-4107-9eda-0dd3be8cd2b7,2026-03-15,Low Income,Right Vehicle,36,-0.49
a9c4a68f-b974-4a39-9b8e-0f55a5187e60,2026-03-23,Family,Financing,39,0.77
2148023b-6650-4a64-8bd1-dd9221e1fe5b,2026-03-11,Low Income,Financing,28,0.46
a0b2e0fb-608b-45d0-8b59-bf67acb7389f,2026-05-06,Low Income,Availability,36,0.17
7918efdc-0cda-4a49-b614-e02afd5bc653,2026-03-19,Large Family,Availability,29,0.56
eb2d648b-70fb-46fc-b99f-da26532ae0c6,2026-02-27,Family,Right Vehicle,32,-0.89
f6e8b6d9-7299-423c-8e71-4e937f933f00,2026-05-05,Family,Right Vehicle,24,-0.02
cf1b9195-46f3-48d7-9de1-ed0b32e7012a,2026-03-24,Student,Economy,25,0.27
14072f7b-810e-4b0d-94a5-d366a14e6c6c,2026-05-04,Couple,Right Vehicle,21,-0.85
619ce3db-1298-43f7-9ce5-3589a894269f,2026-05-15,Low Income,Availability,13,0.52
016317fb-255b-4b08-87c9-28bcca24033b,2026-03-30,Couple,Economy,30,0.04
dd53b405-8bee-474b-8e58-0f7632c6876e,2026-04-24,Couple,Right Vehicle,31,-0.87
1d1cc321-831d-4db5-9d1f-0a99694d889d,2026-03-17,Business,Availability,12,0.4
ed13aa99-ba4f-4239-9fde-608f5396b8d6,2026-03-29,Family,Budget,38,0.7
d638f184-e00f-4825-b9d4-47e79633b5ca,2026-03-09,Low Income,Budget,30,0.24
6728b883-4f23-4751-b072-877a99a21a4f,2026-04-21,Business,Availability,2,-0.36
8a9dc0b1-b32f-49c3-9e65-a4895833ad41,2026-03-03,Couple,Economy,5,0.2
520eb05e-3874-4dea-9629-ecdf6b7645ff,2026-03-07,Family,Financing,36,-0.59
68e261b6-9acb-41ac-b77e-e1f48e3efbdf,2026-03-30,Low Income,Economy,33,-0.7
f3324872-6e43-497c-9b75-127a6cfaad8a,2026-05-01,Low Income,Budget,10,-0.39
d572d60e-7e15-4eb6-b843-e7a364e3614b,2026-05-11,Couple,Financing,15,0.58
8e792447-c8ab-4ce2-aa33-4475e414f48d,2026-04-05,Family,Right Vehicle,13,-0.98
969db270-d46e-4f30-90e6-afe779869215,2026-05-04,Low Income,Economy,14,-0.08
cb0295b2-078a-4081-bad8-a851373ea35f,2026-04-20,Business,Budget,4,0.42
ce5db877-c184-4708-b9ad-d285dde96cc1,2026-03-13,Low Income,Right Vehicle,23,0.88
90906129-0629-4a3e-910b-36c546a0f5de,2026-03-08,Low Income,Availability,5,-0.55
430bbc6c-06bf-4955-82eb-688cdf131033,2026-05-19,Family,Availability,31,-0.75
4d4c728d-f675-4c3d-83bc-6414193d082c,2026-04-02,Business,Economy,39,0.19
75927882-6d49-4cb5-9beb-eddb221db342,2026-02-28,Large Family,Financing,7,-0.27
05037f68-bb00-424e-b68c-058f5e1b59c6,2026-02-28,Family,Availability,37,-0.53
5a98e71a-8711-424d-977c-651227dc6d01,2026-04-21,Large Family,Economy,37,0.83
b7b64a4e-7d88-4bbf-8766-605f7b06e593,2026-05-06,Low Income,Economy,6,-0.21
f31bd725-ecd7-4a75-a7fd-e81a68952e82,2026-05-04,Family,Budget,18,0.52
d3df7aae-89ee-4da9-a5dd-c5948ef44ed0,2026-03-19,Student,Availability,31,-0.13
0e83e316-0ebc-4a78-ba4f-dd28c43fcdf8,2026-04-18,Low Income,Budget,2,-0.59
d15504e6-c663-49e0-a075-90cf0d366999,2026-02-26,Business,Right Vehicle,25,0.68
dd4c6f93-e98a-446f-affd-af686cf87d99,2026-03-12,Business,Availability,23,0.35
6f713cc6-9298-4c7a-ae71-672e4f4b768f,2026-03-27,Large Family,Right Vehicle,3,-0.98
929a4897-99d0-4136-87fc-8f8f91dc8194,2026-03-08,Couple,Economy,23,0.58
6eb89101-87ad-4592-ac4a-5a6e73b22b44,2026-03-31,Low Income,Right Vehicle,34,-0.63
599a918e-1811-4ddc-b68c-870c43e44d4f,2026-05-17,Couple,Right Vehicle,37,0.87
9ccfcc4e-e4a8-429f-b88a-b7532dd6d62e,2026-04-15,Family,Economy,5,0.91
86c36cf7-188e-44d7-b109-50a94372947c,2026-02-26,Business,Financing,2,-0.64
6788cd41-a2e2-46a0-bbcf-0b45aedfe542,2026-04-08,Student,Financing,27,-0.8
6c0c7982-f317-4755-9606-13bf503a4c2c,2026-02-24,Low Income,Right Vehicle,24,0.17
bc6d750a-53af-47a3-9cf9-72a4b1634e87,2026-03-30,Business,Budget,34,0.35
5821fc2a-1a6b-46dc-afbe-c973df67f7c5,2026-05-14,Couple,Financing,6,-0.1
f481c11d-7d7c-493c-aca1-9c5e416d0471,2026-03-31,Business,Financing,24,-0.7
01a84444-2a03-4cb4-b158-fef28cbfc6e1,2026-02-21,Low Income,Availability,26,0.45
a82667ab-86cd-4964-997d-2b18e7f0c79d,2026-04-01,Family,Right Vehicle,12,-0.73
4900620a-1870-4987-b98a-a24dc7fdc50e,2026-05-19,Family,Financing,39,0.22
96041a3c-ce75-40f5-bc76-9c476265f358,2026-05-12,Low Income,Economy,29,0.29
6c4dfbaf-ec81-4980-b6b7-f7b8b7dceb14,2026-04-18,Student,Right Vehicle,19,-0.04
36f0d922-11ad-4530-9019-bdabda1d02c7,2026-03-17,Couple,Budget,35,0.56
f18418a7-b7a8-453c-8d2a-87b6c0b59d0b,2026-02-25,Couple,Economy,15,-0.67
569dd8de-8054-456a-8db2-e787c79f5d3e,2026-05-03,Low Income,Economy,30,0.11
72e44113-7a57-4508-923f-6e1e03dd0205,2026-04-10,Student,Availability,20,-0.28
b7ac43f7-f737-4134-bd59-f4bcb4347486,2026-03-31,Student,Budget,13,-0.35
207133a5-5a36-4efe-a70d-eaa0244405ec,2026-03-02,Business,Budget,36,0.96
01902637-3472-4c9a-8816-483bd08620b0,2026-04-23,Business,Financing,9,0.99
a5f4a937-024c-4169-af3a-f8fd5bdeee41,2026-04-30,Low Income,Budget,20,0.69
190a49b6-84e5-4b73-8714-c0f35b4a15ab,2026-05-17,Student,Economy,5,-0.14
228100cb-1460-4af1-8565-2535b05eb524,2026-03-30,Large Family,Economy,7,-0.07
79311657-9b58-42ef-948c-8113fc00997d,2026-02-26,Family,Right Vehicle,24,0.84
2eda1deb-14cf-48d1-8817-a6153806a13f,2026-03-06,Family,Availability,20,-0.81
2439e948-066a-4a3d-94ef-089a8ef6f5cb,2026-03-04,Couple,Budget,39,-0.18
2f1c0e2c-a266-413f-8dc4-c44dce321ddd,2026-04-08,Couple,Budget,39,0.34
0fb942d2-a9d6-4ef6-ada6-866e3d47bf3c,2026-05-09,Low Income,Financing,23,-0.81
b4d873d5-9e9f-4ee6-8567-4047fbc052d5,2026-02-25,Couple,Availability,12,0.51
ffe99ef4-8833-452c-a2b7-6ab8f8557043,2026-03-30,Large Family,Financing,36,0.46
bd48ac0e-07b0-4318-827c-f026e49352d1,2026-03-03,Couple,Economy,6,0.61
3e25e136-e359-42fe-85b2-d763a5bf4dbb,2026-03-08,Low Income,Economy,39,-0.02
78b90cc8-180a-4dc0-a1cd-aea14dca6971,2026-03-05,Low Income,Right Vehicle,38,0.74
8042e0d5-6405-4f44-8419-deeb1797f8b1,2026-03-24,Couple,Financing,13,-0.17
cf819825-5a5f-4c4f-8086-e2356f282c96,2026-03-04,Student,Budget,22,0.91
a8e11d19-c601-49f9-8de1-d7a0493bc453,2026-03-06,Business,Right Vehicle,11,-0.39
ab83fadf-b6f6-4bb6-bb9a-7e753b0febe2,2026-04-28,Family,Budget,38,-0.37
e7ebbd4f-0a98-47ab-a8f0-b6da369d1f01,2026-04-03,Low Income,Availability,3,-0.45
08d1ecd7-2b62-4381-9c35-815b624166a8,2026-03-08,Family,Availability,35,-0.23
fd34657b-7ca2-48bb-839d-404e9d42ea45,2026-03-13,Business,Financing,12,-0.5
befbc8b7-a16f-49f4-975e-b5a3a4119a31,2026-02-28,Low Income,Budget,7,0.24
d6efa0f4-5712-45f4-9fe9-b3076bbad461,2026-03-27,Student,Right Vehicle,17,-0.53
19f1a8a2-3f58-436c-ac73-d08d4dffbfc0,2026-02-22,Family,Financing,36,-0.02
befe9290-b58a-49dc-b96c-2a27cfac9e72,2026-04-23,Low Income,Availability,28,0.39
57f9de44-d403-4eff-a0ea-595bf5aa665a,2026-05-21,Student,Right Vehicle,21,0.71
bc23e74c-60cc-4e41-b559-75f6a61127ed,2026-02-26,Business,Financing,20,0.11
1fef8045-99d5-4a0b-a88c-0d109ea9d1dc,2026-03-02,Business,Economy,14,-0.27
14e7a9d9-f3ef-403d-9be9-c7b4e1151d5d,2026-04-28,Couple,Right Vehicle,25,-0.73
d5ef27d0-19ec-46ac-8460-86ee632fce8d,2026-05-01,Student,Right Vehicle,29,-0.21
f77f2d95-a9da-42de-8b0b-9dd1792e6446,2026-02-24,Business,Financing,22,-0.82
bc2cad5a-acd7-497b-b0d4-95d04765e5ca,2026-05-15,Student,Economy,7,-0.15
acbfa198-4e32-4873-8a72-17d0052a84c3,2026-03-10,Student,Financing,2,-0.22
5fcf5b1c-ea6b-4ddb-a72f-6871a9d7a759,2026-05-14,Student,Availability,4,-0.3
731dbe99-ca5d-4a2c-98a9-097a1b52aec8,2026-03-22,Couple,Economy,19,0.51
ecdf4587-7a79-471e-a022-3bc04f19b1af,2026-05-02,Large Family,Financing,14,0.28
1bfe5186-818f-450a-a01c-1c2a6c16e30b,2026-04-14,Student,Financing,39,0.17
5d0ddb44-1e87-4a19-873c-5fa2aa1a11f2,2026-05-09,Student,Budget,39,0.96
53fb70e8-4f7c-4d79-ad92-0969e47d0fce,2026-04-17,Couple,Budget,3,0.72
97c76a08-7e79-4709-85b5-3cfae5d67e58,2026-04-17,Low Income,Economy,30,0.0
321ab3b5-159d-4484-957c-1ef8337a2563,2026-04-07,Business,Economy,12,-0.01
d6adcdb5-ecb2-4de3-9aff-c39a0aeff433,2026-03-04,Couple,Financing,10,-0.74
75e3ee95-7425-4435-9f74-ebba02fd14aa,2026-04-06,Low Income,Budget,38,0.68
cedf9771-8480-4e83-9d89-822182001d35,2026-04-25,Large Family,Right Vehicle,21,-0.29
1612e74f-bc4a-467a-a42a-4fcc769b0edf,2026-03-21,Couple,Financing,27,0.62
88d84065-e6e1-4953-b64e-ba79f6cadc1d,2026-03-07,Couple,Budget,3,-0.76
af88761f-9142-428a-ba3e-116da181ca7e,2026-05-18,Low Income,Financing,34,0.42
55967b7d-058f-460a-9276-38c165f03d62,2026-04-28,Student,Right Vehicle,27,0.31
d31eebfc-55e9-44a4-a00b-706b5646a994,2026-03-05,Family,Right Vehicle,18,-0.04
dc22f941-d0f1-44ff-b186-5962cb592884,2026-05-04,Large Family,Availability,36,-0.79
d411b7da-7cdb-4559-8038-82f97e48befa,2026-03-21,Business,Financing,14,-0.92
7bd61620-ddd4-4056-bc92-4419c2215ac6,2026-04-14,Large Family,Economy,5,0.17
4b38e6fb-0101-417c-83b4-fdbc416a1f35,2026-02-23,Large Family,Financing,12,0.47
fe6e3e61-9ebb-48e8-bcb2-2849d310bf45,2026-04-11,Student,Right Vehicle,11,0.3
9b0a1549-dc7b-47a7-a6ea-f6628577fc16,2026-03-04,Family,Economy,15,0.05
ec6a7d2a-9aba-4dd1-8371-486960735825,2026-04-04,Student,Right Vehicle,23,0.62
7e65f06d-4629-42bf-87d9-03524a9a6f0f,2026-03-16,Large Family,Financing,28,-0.15
991d83f0-8bb6-4a8c-96bf-e9d94dd0fea5,2026-04-13,Low Income,Right Vehicle,15,-0.57
f9f6ef68-3f88-493b-a7cc-fc9dccd6042c,2026-05-20,Family,Financing,28,-0.66
5d01666b-e004-4812-9267-1d519b531a5c,2026-05-15,Business,Financing,33,-0.74
ad804adc-adda-4171-b890-d3bc3523de4f,2026-04-27,Low Income,Right Vehicle,35,-0.51
12175448-364f-4f4e-a026-9f4b5227ad4e,2026-03-04,Business,Availability,39,0.02
3ac522b3-c3bb-46c1-a0f5-82f1776cf6aa,2026-02-26,Large Family,Availability,32,-0.07
f612ab5c-2075-4824-b55d-5cef3b878706,2026-02-23,Low Income,Right Vehicle,29,0.95
d1255189-2d69-4539-9e33-acd18296d967,2026-05-17,Large Family,Economy,20,0.39
abdbf4b0-8f16-456e-963d-d457dadd8f11,2026-04-09,Low Income,Right Vehicle,40,-0.26
2e9d0e3e-a0fa-4a70-9b63-f1a904c500af,2026-03-07,Large Family,Budget,24,-0.94
6b3a9e57-312b-4864-98b2-8d5ce801fea3,2026-04-16,Low Income,Right Vehicle,5,0.9
aa2c23fb-8a27-45ef-8f14-7688dc027b98,2026-04-18,Family,Budget,5,-0.73
645ba73e-32a4-4024-8187-8f6a75715164,2026-05-11,Student,Right Vehicle,17,-0.21
593b00fe-c58f-4233-bd43-a370c5604e8b,2026-05-18,Low Income,Financing,17,-0.81
b2847e07-1685-470d-9508-82eb454a63fc,2026-03-31,Business,Financing,39,0.39
b254a4c4-79c7-4fa5-bd49-357837e24234,2026-04-05,Couple,Availability,19,0.55
fd7e977b-13d3-42cf-b6d2-0e3b5e29a859,2026-05-14,Couple,Financing,10,-0.16
e29f7244-ee2e-4b7b-97bf-7885c9065012,2026-03-17,Couple,Budget,9,0.99
665266f2-fc04-4d05-bf17-beeba41a09b1,2026-04-02,Business,Economy,12,0.73
3909adb5-2785-42ba-b50d-42415be60426,2026-03-17,Couple,Right Vehicle,13,0.24
2efa4cae-8755-4b98-8c66-1d1689b2a000,2026-03-25,Couple,Budget,4,0.8
828e0b6d-9fe2-4add-91fc-8d66ca4120a9,2026-05-13,Low Income,Budget,10,0.33
d27ed11e-44d8-43d9-ac32-2155f02d8365,2026-05-04,Couple,Right Vehicle,7,-0.1
bc164ff9-6c09-4612-8a3c-13fd7398f388,2026-04-21,Business,Economy,25,-0.49
9657a9b0-d1e5-4ed8-a4c7-372cb515366b,2026-05-15,Family,Budget,15,-0.62
ab63606f-3332-4b08-80d1-b304e3426de5,2026-03-07,Low Income,Economy,3,-0.4
a6f7e9c4-6b5f-4eaf-a54d-b5d2b2bac55b,2026-05-09,Couple,Right Vehicle,30,-0.11
4b4c9eaa-f376-43d5-bbae-8546034fe7be,2026-05-11,Low Income,Availability,16,0.97
0a1b59eb-9fd0-4da2-972f-fd551550b7ed,2026-05-06,Student,Availability,26,-0.88
5b3e07cd-0591-47e6-ba39-6ea5c43d4ea7,2026-03-09,Couple,Economy,11,-0.51
02c485a7-b1c2-4cf4-8599-c5f5cf13f178,2026-05-21,Family,Financing,12,-0.75
69789f88-b3d7-45b0-a67b-c128d79c7d15,2026-03-09,Low Income,Availability,37,1.0
9a402e05-0a6d-4a21-b633-fac4976949e5,2026-04-11,Large Family,Availability,5,-0.83
bb1162e5-d375-4bd8-8f9a-2c24fca61cff,2026-03-12,Family,Right Vehicle,6,-0.12
48841a57-302d-41d9-a47b-68f581923de8,2026-04-01,Large Family,Availability,7,0.52
48539f08-3b4b-48ea-9901-e45d6dcd8a01,2026-05-15,Couple,Budget,12,0.63
4e22e85a-5d9c-4745-b994-8d2e1a9f152b,2026-03-27,Student,Financing,32,0.26
65dee3b9-3e33-43c4-9a39-3df6a3888311,2026-03-03,Low Income,Availability,28,0.63
87c2629b-34c2-4e5d-b4f8-e633de7b0b5f,2026-04-12,Couple,Budget,20,-0.14
590a8aff-80bd-4f2c-a7b8-fb8b8d5d0d18,2026-03-04,Large Family,Economy,10,-0.42
494937f9-b152-4234-ad1a-526abccc1610,2026-03-13,Student,Economy,37,0.91
a77dab75-1af7-4ad9-9ed0-ebdf4dcbd2fa,2026-04-15,Student,Financing,17,-0.01
67f36a9e-7396-43c1-b544-57bc128ce251,2026-05-06,Large Family,Economy,31,-0.71
1b51624f-5c1a-41ee-9bf0-73b955f17cda,2026-05-21,Student,Economy,22,0.49
fb65b2d3-b419-4ec9-8149-e3f5f113e110,2026-04-19,Student,Budget,15,-0.33
30c0c9aa-a517-438c-9998-98f8d6f35634,2026-05-08,Business,Right Vehicle,11,0.94
ead9c76c-bd84-4b15-838f-887e3d63734c,2026-05-02,Business,Availability,8,0.65
3618742b-6953-4f66-b4f9-e85c9c3dc7ec,2026-04-26,Large Family,Budget,27,0.51
96f49d56-8419-482c-8917-d761ff70ded5,2026-04-19,Student,Economy,24,-0.35
f390cb8e-bd05-4cea-8f72-f4d644aa2cda,2026-03-01,Business,Economy,9,-0.67
4f94328a-aa5c-4289-9382-272743c66eab,2026-05-06,Couple,Budget,11,0.95
81c6114d-f3d3-4fe2-86c2-325f96f6fdef,2026-03-12,Family,Economy,20,0.91
d55bbff0-0756-4d26-97aa-3c9b3ce1769c,2026-04-03,Large Family,Economy,29,-0.49
94c09ed7-5a87-40e3-9d75-9815ce535c39,2026-04-03,Family,Right Vehicle,33,0.78
ca32c3ac-88eb-48a0-89a5-25e5bf58f294,2026-03-14,Business,Economy,17,0.74
d76438c5-b80a-45de-92b4-c53117183644,2026-04-15,Business,Availability,39,-0.11
94551e19-7de5-4af1-b8aa-5fce2062dd63,2026-03-08,Couple,Budget,2,0.04
8885a621-c730-43c7-800b-9bd80b75637c,2026-03-15,Low Income,Availability,38,0.66
e18c6442-cb8d-4655-8024-26555e981c20,2026-05-02,Student,Budget,20,-0.49
e753de49-7793-47ff-bd77-0fa1dfe52452,2026-05-10,Low Income,Financing,37,0.61
59b4dfb3-15e9-4d69-853c-2bdd8ed20157,2026-03-18,Business,Availability,14,-0.05
e64b2d42-f06f-4315-b851-9926441d09bc,2026-05-15,Couple,Economy,7,0.09
5eebdab6-8f85-4688-8abf-8be028e31d92,2026-02-26,Low Income,Economy,10,-0.67
5c73e3bb-80b6-4a93-ab4c-8d085a0fc969,2026-02-23,Couple,Right Vehicle,12,0.08
6f6c5d6e-69da-4d68-a20a-aa224151f42d,2026-03-06,Family,Budget,22,-0.1
95d4c1f9-323e-4cb6-a33e-42f436cf3ed8,2026-03-18,Large Family,Financing,8,-0.45
e7bd1aa4-6f62-450d-a8bc-8fdbeebd5f1d,2026-03-23,Student,Economy,12,0.13
b30e4c68-b2bc-4db9-93e4-0ad43b600c3a,2026-05-03,Student,Budget,40,0.82
f9230208-0f7a-4e98-994c-369542b427f6,2026-05-21,Student,Availability,8,-0.97
cb2bf58a-1670-43b0-a0b4-abea7467c3ed,2026-03-12,Business,Economy,6,-0.3
56d9c3a0-2b77-4f60-b0a5-45a3afec7fed,2026-03-20,Low Income,Budget,19,0.59
a9bf802b-95cc-436f-8ea0-38733f3338f4,2026-05-03,Large Family,Availability,7,-0.68
dc7107a6-3120-4eba-b766-cc5f9964e31f,2026-03-09,Low Income,Financing,14,-0.44
43c39ac4-73dc-48bc-a04d-451abf1948b5,2026-03-19,Low Income,Financing,26,0.5
a0b1a11a-2acc-4876-b62b-cc2eaa58eb72,2026-03-22,Student,Budget,38,0.82
66d578b9-dcfb-4183-a77d-c2dfb47176f2,2026-05-10,Large Family,Budget,10,-0.01
182bf3a4-e73e-4d6d-baeb-91fdd85e29c2,2026-04-18,Student,Budget,32,0.04
78bc0192-27f8-4994-8048-6f647635e22e,2026-03-10,Family,Availability,2,0.21
ce4d75d8-46a0-4d19-9dbf-eafc64473481,2026-03-26,Student,Budget,39,0.89
c57e1e22-11e2-4c57-8149-add8093270dd,2026-04-07,Business,Budget,19,0.96
c62a1d2d-e958-4074-9366-a9eeb0a4da36,2026-04-13,Large Family,Right Vehicle,2,0.63
6cab972d-0103-45ab-b7d9-9463d58d65ad,2026-03-12,Business,Budget,34,-0.88
fc7da76e-ba76-49cf-86e4-1bce3bdf1a9f,2026-03-04,Couple,Availability,10,0.44
80521db8-8b7e-4110-abad-b99b18ab2dbc,2026-05-05,Large Family,Availability,4,0.11
d776c572-3986-41ed-bd19-bd106974ad77,2026-03-04,Family,Right Vehicle,2,-0.38
0fd06967-4ffa-4d7f-a930-2a0b59e49093,2026-04-08,Business,Availability,9,0.86
694f741e-f499-49da-8280-346b22957a29,2026-03-18,Low Income,Financing,7,-0.68
37361e21-04b7-4c90-b000-4e74f6403c0b,2026-03-15,Couple,Financing,40,0.84
7ddc6736-8859-40f0-aaaa-a2479f26706c,2026-03-14,Low Income,Economy,5,-0.23
85bb3628-428e-4b30-8914-19de5612b5ad,2026-04-18,Couple,Budget,9,-0.11
3924ca01-f7ea-4f26-ac05-9adddc77e6e4,2026-02-24,Business,Economy,2,-0.33
b197b095-430f-4d9c-8895-af8c5422646a,2026-04-25,Family,Economy,13,0.04
4fffe9c1-ba7c-45f8-bf1b-037cb1127b5e,2026-05-14,Low Income,Budget,26,-0.71
7cc4a1cd-98c0-42e7-a954-42c84f3fb19c,2026-04-02,Low Income,Financing,19,0.44
b2f9efd9-97cd-49bf-930b-288eae5566e2,2026-03-29,Couple,Financing,3,-0.35
0794aa68-2236-4061-b6e3-102ff2cc3f9c,2026-04-18,Business,Financing,29,-0.95
6ac1b2f9-30cb-479c-9a69-6120bf7d382c,2026-03-30,Large Family,Availability,36,-0.17
06a3e749-8772-4fef-8245-2340f312833c,2026-03-25,Student,Right Vehicle,13,-0.1
e6f69aa2-bdab-4ea4-a5a3-4fef921a6249,2026-03-04,Large Family,Right Vehicle,7,0.55
66d0b0b2-5e0d-4287-abe6-a0af73d3f477,2026-04-05,Student,Budget,25,0.69
3b632dc8-4307-4b22-9132-6a0d1976418c,2026-04-23,Business,Availability,21,-0.89
92de6f29-3326-431b-902a-7404f2e76bd8,2026-04-06,Couple,Economy,12,0.3
403b3c34-a6cc-44ac-b3aa-89dab22c3c76,2026-03-20,Business,Financing,20,0.35
b1fce86c-ba05-4e2b-8fcd-ea54cfa220ce,2026-03-18,Low Income,Budget,16,-0.73
4438cd5d-94e6-4d56-9ec2-14d24179c574,2026-04-10,Large Family,Availability,29,-0.83
264b6bdf-a0df-46e4-b424-1e7d923f8f89,2026-03-02,Couple,Budget,38,0.91
bd6666b0-e948-4e91-91f2-5bf3faf80fee,2026-04-26,Low Income,Right Vehicle,8,0.93
c51fe35a-27b7-44f1-9925-2b54b35b7ab0,2026-04-22,Family,Budget,4,-0.12
38bee1f7-9f4b-4458-b97f-001a08bd6c1b,2026-03-27,Student,Availability,5,0.59
c94a8635-a27f-4698-bee6-6ae0a06a6357,2026-05-12,Couple,Financing,3,-0.2
26b506e2-8849-47fa-a12c-ef955fa6d8af,2026-04-13,Student,Budget,17,0.34
0b5f09bc-2b44-4837-ba04-9c157036aa3e,2026-05-15,Large Family,Economy,15,0.87
a7fd616f-145c-4776-8d5a-961f41f163cf,2026-05-14,Student,Financing,6,-0.01
7cd7d0dd-fb25-407d-82f2-7fd130f8a914,2026-05-10,Family,Economy,26,0.28
7e03cb1e-76ac-4022-abf3-171ec2de8acb,2026-03-24,Low Income,Right Vehicle,15,0.4
ba20c490-c940-4a86-a441-484a27e0f3ab,2026-05-15,Low Income,Financing,15,-0.83
883b56e1-70b8-4add-b668-d19e3ba18446,2026-05-10,Couple,Financing,14,0.03
49829974-ed9a-4a53-a870-7b42eecb3342,2026-03-25,Large Family,Economy,21,0.68
b5e96bb7-a653-4dfc-ba09-ef2980d7a296,2026-04-02,Couple,Right Vehicle,2,-0.32
d1f4c6d9-bdf3-4513-831f-e5a5213f122e,2026-04-23,Family,Availability,33,0.77
1b3e91f7-fab3-4501-96e2-7fb1a4f1be87,2026-05-06,Couple,Budget,30,-0.41
ad59ef25-d45a-4e09-85e2-b15137e5824b,2026-03-20,Low Income,Financing,2,-0.77
92094a8c-a44c-48a6-b4a9-7cf15b2b21a0,2026-04-23,Large Family,Budget,36,0.8
20b13e02-b549-4a5f-9bca-b9e76099cb1b,2026-05-16,Business,Availability,10,-0.68
c9f86239-bee0-41ab-91c1-8f9717e3cf6d,2026-02-22,Couple,Financing,32,-0.64
6b699f59-a2a7-4e29-a059-3c0abf85e927,2026-02-26,Couple,Availability,31,0.46
014b1dcb-8ecc-4f64-947e-26f22ebc08f9,2026-05-02,Low Income,Financing,37,-0.8
aa2e878c-af9e-48e7-be3c-d822728f97cd,2026-04-11,Couple,Budget,40,0.59
6c1c78b6-1c61-4b65-9f26-4e8f2b8ecd4d,2026-05-12,Family,Financing,8,0.84
5066be06-2060-409d-aa46-30cd4f55cd89,2026-03-22,Family,Availability,2,-0.1
97d2d343-fdc9-4736-ac44-0bb37dc925d1,2026-04-15,Low Income,Budget,9,0.73
205b8394-10d5-4e42-a606-ad5e4a11ec52,2026-02-27,Couple,Availability,5,-0.69
84c10e72-b39c-427a-8000-bb7480aee664,2026-03-13,Large Family,Budget,23,0.97
5b84973b-f2cd-440e-b317-c8b8fc1310e6,2026-03-14,Family,Right Vehicle,35,-0.31
cf173589-b5c5-43a6-955f-e130601cb440,2026-04-19,Couple,Financing,31,-0.02
46ab74de-80f2-4a1c-9e07-adf199df59fe,2026-04-30,Large Family,Budget,2,-0.87
98d469d3-527c-49db-8c00-d55e0a1f45ab,2026-04-02,Low Income,Right Vehicle,8,0.92
05cf0079-564c-4329-847c-2ff500efe805,2026-05-03,Family,Right Vehicle,6,-0.91
88d98084-6eb4-418f-a7ca-e6f6226b1a46,2026-03-21,Couple,Financing,27,0.02
020ada9c-b6b1-416c-b282-d8599b51dd9a,2026-04-05,Couple,Right Vehicle,5,-0.98
0dd7b600-c559-4b6f-b6e9-062bfcf4ef5f,2026-03-20,Couple,Budget,14,0.54
b60452f5-4285-46e6-b8b8-48cf5543a522,2026-03-21,Large Family,Financing,14,-0.72
d85609be-7c9c-4228-902f-55808b483a69,2026-05-22,Family,Right Vehicle,39,-0.9
74c2436b-d628-41b3-983c-7ebb1678ea50,2026-03-24,Family,Availability,37,-0.11
adbb7029-3674-49b9-8147-fefab0c0a4de,2026-03-13,Family,Financing,7,-0.14
529f21b8-237d-4444-9be2-d4a6ea1bcf57,2026-03-01,Couple,Right Vehicle,34,0.16
2b2992b8-f3f7-4257-949d-979028841b5e,2026-05-11,Business,Right Vehicle,36,0.82
b3e99156-50db-4109-9c6b-602a741c7b43,2026-02-24,Large Family,Financing,28,0.19
a6a9e9bd-5ae1-4082-bc30-2114b2ada960,2026-05-10,Student,Economy,3,0.25
d5574d6a-2426-4a49-aa82-7d57f572dbdf,2026-05-11,Student,Right Vehicle,27,0.45
56b2f669-3fa8-4353-bd35-dca0ab34f1ef,2026-02-21,Couple,Budget,18,-0.65
f02c2ba9-c4fd-4a1c-9bfb-dcd57a0adbdf,2026-04-29,Family,Availability,8,0.25
95a9d588-d927-403c-b502-ce18378e9ef5,2026-05-13,Family,Right Vehicle,34,-0.5
efeaefd5-fd3c-4907-8b23-4c5489e2adcd,2026-05-22,Large Family,Financing,34,-0.88
6f1d57d1-5a44-494e-a499-47193320f733,2026-04-06,Couple,Financing,29,-0.35
10d5675e-bb1a-4312-8c9f-7058b18aa1ec,2026-04-15,Family,Financing,14,0.0
eed1a571-66be-4e5e-842b-ae93701eb6a1,2026-03-19,Family,Budget,24,0.97
8d1b535d-97dd-4ada-9807-6cff6e230315,2026-04-26,Family,Availability,14,0.38
4a3033b0-dc38-4faa-8fb7-1187d7821936,2026-02-22,Low Income,Financing,34,0.03
3c79b27a-fe6d-4139-a27e-226650204d4d,2026-05-16,Couple,Economy,28,0.44
